,Make,Brændstoftype,Gearkasse,Model,Kilometer,Årgang,Hestekræfter,Antal døre,Antal gear,Km/l,0 - 100 km/t,Tophastighed,Vægt,Grøn Ejerafgift,Nypris,Pris
4886,Ford,Benzin,Manuel,Focus,156000,2012,182,5,6,16.7,8.1,222.0,1.24,1.88,341753.0,99900
8040,Citroën,Benzin,Manuel,C1,167000,2012,68,5,5,23.3,13.7,157.0,805.0,660.0,99989.0,34900
8731,Peugeot,Benzin,Manuel,208,164000,2012,82,5,5,22.2,12.2,175.0,1.168,660.0,159990.0,54800
528,Opel,Benzin,Manuel,Corsa,78000,2012,85,5,5,18.9,13.6,172.0,1.06,1.28,171951.0,1168
4891,Ford,Benzin,Manuel,C-MAX,180000,2012,150,5,6,15.6,9.4,204.0,1.285,2.52,327047.0,89900
3561,Nissan,Benzin,Manuel,Qashqai,138000,2012,117,5,5,16.9,11.9,181.0,1.21,1.88,299989.0,89900
16418,Mercedes,Diesel,Automatisk,ML350,208000,2012,258,5,7,13.9,7.4,224.0,2.075,8.94,1196900.0,319900
1977,Mazda,Benzin,Manuel,2,135000,2012,84,5,5,20.0,13.6,172.0,1.078,660.0,145990.0,54700
521,Citroën,Benzin,Manuel,C1,160000,2012,68,3,5,23.3,13.7,157.0,795.0,660.0,79992.0,28800
10930,VW,Benzin,Manuel,Golf,99441,2012,105,5,6,18.9,11.3,190.0,1.275,1.28,265599.0,109900
16399,VW,Benzin,Manuel,UP!,111000,2012,75,3,5,21.3,13.2,171.0,829.0,660.0,104992.0,47900
1704,Mercedes,Diesel,Automatisk,E350,272000,2012,265,5,7,14.0,7.3,247.0,1.91,8.94,626199.0,119990
7959,Audi,Diesel,Automatisk,A4,276000,2012,177,5,8,20.4,8.1,211.0,1.65,4.68,594768.0,139800
16359,Mercedes,Diesel,Automatisk,C220,162000,2012,170,2,7,18.9,8.1,231.0,1.63,4.68,682911.0,229900
10951,Opel,Diesel,Manuel,Zafira,98000,2012,130,5,6,19.2,12.5,183.0,1.633,4.68,397491.0,124900
7951,Fiat,Benzin,Manuel,Punto,56000,2012,69,5,5,19.6,14.4,156.0,1.005,1.28,129990.0,49800
8712,Honda,Benzin,Manuel,Jazz,89000,2012,99,5,5,17.9,11.4,182.0,1.168,1.88,195899.0,79900
7948,Mercedes,Diesel,Manuel,B200,124000,2012,136,5,6,22.2,9.5,210.0,1.475,3.88,397804.0,154900
7,Chevrolet,Diesel,Manuel,Cruze,70000,2012,163,5,6,17.9,8.5,205.0,1.48,5.54,244995.0,69900
2641,Opel,Diesel,Automatisk,Insignia,161000,2012,160,5,6,16.9,10.1,210.0,1.683,6.38,503749.0,99800
8711,Hyundai,Benzin,Manuel,i20,163000,2012,82,5,5,20.4,12.7,168.0,1.11,660.0,119994.0,49900
8049,Toyota,Benzin,Manuel,Aygo,129000,2012,68,5,5,23.3,14.2,157.0,780.0,660.0,109995.0,39900
19249,Renault,Benzin,Manuel,Scenic,144000,2012,110,5,6,13.5,11.7,190.0,1.295,3.74,251900.0,69500
18895,Volvo,Diesel,Automatisk,XC60,179000,2012,163,5,6,14.7,10.3,195.0,1.64,8.1,734106.0,200000
4920,Ford,Benzin,Manuel,Fiesta,155000,2012,96,5,5,17.2,12.2,175.0,979.0,1.88,148047.0,54900
4880,Ford,Diesel,Manuel,Mondeo,206000,2012,115,5,6,23.3,11.2,190.0,1.405,3.02,425554.0,76900
3464,Opel,Diesel,Manuel,Corsa,139000,2012,95,5,5,27.8,12.3,177.0,1.145,2.18,186490.0,39700
3352,Audi,Diesel,Manuel,A3,145000,2012,140,5,6,22.7,9.7,207.0,1.375,3.02,366413.0,89900
3468,Audi,Diesel,Automatisk,A7,205000,2012,204,5,8,19.6,7.4,235.0,1.67,4.68,915484.0,269900
10868,VW,Benzin,Manuel,The,77000,2012,160,2,6,15.2,8.3,208.0,1.359,3.14,304998.0,114900
10870,Honda,Benzin,Automatisk,Insight,68000,2012,98,5,6,22.7,12.5,182.0,1.291,660.0,306400.0,99900
1736,Audi,Diesel,Automatisk,Q5,213000,2012,240,5,7,13.3,6.5,225.0,1.865,8.94,1314796.0,2397
19028,Ford,Diesel,Manuel,Focus,222000,2012,115,5,6,23.8,11.0,193.0,1.25,3.02,305601.0,54400
19027,Fiat,Benzin,Manuel,500,71000,2012,69,3,5,20.8,12.9,160.0,840.0,660.0,168990.0,64900
19937,Citroën,Diesel,Manuel,C3,160000,2012,70,5,5,26.3,13.7,163.0,1.19,2.18,161990.0,38700
549,Suzuki,Benzin,Manuel,Alto,115000,2012,68,5,5,23.3,14.0,155.0,930.0,660.0,108990.0,39900
4846,Chevrolet,Benzin,Manuel,Spark,158000,2012,82,5,5,20.0,12.1,164.0,839.0,660.0,137995.0,32900
10848,Citroën,Diesel,Manuel,DS3,78000,2012,92,3,5,27.8,11.3,182.0,1.085,2.18,242289.0,59900
1857,Toyota,Diesel,Manuel,Auris,138000,2012,124,5,6,23.3,10.0,200.0,1.295,3.02,279988.0,99600
16472,Renault,Diesel,Automatisk,Grand,187000,2012,110,5,6,21.3,13.6,180.0,1.468,3.88,351902.0,89900
1553,Peugeot,Benzin,Manuel,206+,68000,2012,75,5,5,16.7,15.0,173.0,975.0,1.88,134992.0,42800
16505,Suzuki,Benzin,Manuel,Swift,70000,2012,94,5,5,20.4,12.3,165.0,1.035,660.0,152990.0,64900
19261,Ford,Diesel,Manuel,Focus,132000,2012,95,5,6,23.8,12.5,180.0,1.245,3.02,277100.0,61900
16470,Renault,Diesel,Automatisk,Grand,174000,2012,110,5,6,21.3,13.6,180.0,1.468,3.88,351902.0,99800
19002,Mini,Diesel,Automatisk,Countryman,92000,2012,112,5,6,11.0,11.8,175.0,1.38,13.18,442501.0,1996
542,Kia,Diesel,Manuel,Rio,118000,2012,75,5,6,27.8,16.1,160.0,1.096,2.18,159998.0,56900
19923,Mini,Diesel,Manuel,Countryman,67000,2012,112,5,6,22.73,10.9,185.0,1.285,3.02,344995.0,149800
8001,Suzuki,Benzin,Manuel,Splash,99000,2012,94,5,5,19.6,12.0,175.0,1.065,1.28,141990.0,49600
2630,Citroën,Diesel,Automatisk,C3,211000,2012,90,5,6,23.8,14.5,174.0,1.441,3.02,225987.0,44700
19001,Kia,Benzin,Manuel,Ceed,120000,2012,105,5,5,17.2,12.4,185.0,1.358,1.88,209998.0,84900
254,Opel,Benzin,Manuel,Corsa,158000,2012,65,5,5,20.0,18.2,155.0,1.045,660.0,134949.0,32600
19944,Toyota,Benzin,Manuel,Aygo,173000,2012,68,5,5,23.3,14.2,157.0,780.0,660.0,96992.0,33500
19128,Audi,Diesel,Automatisk,A6,158000,2012,245,5,7,16.9,6.3,243.0,1.79,6.38,878497.0,125000
16516,Peugeot,Benzin,Manuel,208,86000,2012,68,5,5,23.3,14.0,163.0,950.0,660.0,132989.0,54900
19129,Audi,Diesel,Automatisk,A6,158000,2012,245,5,7,16.9,6.3,243.0,1.79,6.38,878497.0,2821
16468,Ford,Diesel,Manuel,C-MAX,153000,2012,115,5,6,22.7,11.3,184.0,1.29,3.02,329397.0,83200
19130,Opel,Diesel,Manuel,Corsa,205000,2012,95,5,5,27.8,12.3,177.0,1.145,2.18,186490.0,34900
4851,Renault,Diesel,Automatisk,Grand,192000,2012,110,5,6,21.3,13.6,180.0,1.468,3.88,321900.0,86500
19985,Toyota,Benzin,Manuel,Aygo,120000,2012,68,5,5,23.3,14.2,157.0,780.0,660.0,96992.0,34900
19038,Peugeot,Diesel,Manuel,308,190000,2012,112,5,6,23.8,11.4,190.0,1.493,3.02,261992.0,49900
8693,Opel,Diesel,Manuel,Meriva,202000,2012,95,5,5,24.4,14.5,165.0,1.36,3.02,261602.0,49900
2643,Citroën,Benzin,Manuel,Berlingo,91000,2012,95,5,5,14.9,13.8,162.0,1.405,3.14,169995.0,99990
4946,Nissan,Benzin,Manuel,Qashqai,80000,2012,117,5,5,16.9,11.9,181.0,1.21,1.88,249989.0,99900
19342,Hyundai,Diesel,Manuel,i30,124000,2012,90,5,6,25.0,13.5,170.0,1.4,2.18,219994.0,79700
4,Opel,Benzin,Manuel,Insignia,129000,2012,140,5,6,12.8,12.2,202.0,1.538,4.36,346175.0,89900
8057,Peugeot,Benzin,Manuel,208,132000,2012,68,5,5,23.3,14.0,163.0,950.0,660.0,132989.0,54900
10666,Toyota,Diesel,Automatisk,Avensis,186000,2012,150,5,6,15.4,9.8,205.0,1.675,7.22,602453.0,129500
1730,Mazda,Diesel,Automatisk,CX-5,163000,2012,175,5,6,18.2,9.7,204.0,1.622,5.54,487238.0,149900
10709,Citroën,Diesel,Manuel,DS3,162000,2012,92,3,5,27.8,11.3,182.0,1.085,2.18,242289.0,45000
16650,Audi,Diesel,Automatisk,A4,207000,2012,143,5,8,20.4,9.5,200.0,1.65,4.68,548750.0,149900
9566,Renault,Diesel,Manuel,Scenic,174000,2012,95,5,6,22.2,12.4,180.0,1.46,3.88,266901.0,69900
18855,Citroën,Benzin,Manuel,C3,28000,2012,95,5,5,15.9,13.4,178.0,1.176,2.52,169990.0,76500
2857,Kia,Benzin,Manuel,Picanto,95000,2012,86,5,5,22.2,11.4,171.0,874.0,660.0,135894.0,54900
8077,Opel,Diesel,Manuel,Insignia,213000,2012,160,5,6,22.2,9.9,215.0,1.61,3.88,470650.0,84700
8805,Audi,Diesel,Manuel,A3,206000,2012,140,5,6,22.7,9.7,207.0,1.375,3.02,368459.0,99400
16252,Hyundai,Benzin,Manuel,i10,103000,2012,70,5,5,21.3,15.2,156.0,880.0,660.0,89995.0,29900
19266,Citroën,Benzin,Manuel,C1,123000,2012,68,5,5,23.3,13.7,157.0,805.0,660.0,108991.0,35900
3012,Peugeot,Benzin,Manuel,208,186000,2012,82,5,5,22.2,12.2,175.0,1.168,660.0,169989.0,36000
19265,Audi,Diesel,Automatisk,A6,183000,2012,313,5,8,15.6,5.3,250.0,1.93,7.72,957409.0,2695
8089,Toyota,Diesel,Manuel,iQ,237000,2012,90,3,6,25.0,10.7,170.0,1.035,2.18,212424.0,51900
10712,Peugeot,Diesel,Automatisk,308,142000,2012,112,5,6,26.3,11.4,190.0,1.455,2.18,274991.0,64900
226,Land,Diesel,Automatisk,Rover,176000,2012,190,3,6,15.6,8.5,195.0,1.62,7.22,570502.0,199900
3407,Citroën,Diesel,Automatisk,C4,189000,2012,112,5,6,26.3,11.2,190.0,1.44,2.18,308286.0,69900
16240,Audi,Diesel,Automatisk,A6,189000,2012,177,4,8,20.0,8.2,222.0,1.56,4.68,639239.0,189900
3377,Opel,Diesel,Automatisk,Zafira,155000,2012,165,5,6,16.7,9.9,205.0,1.718,6.38,432490.0,124900
4956,Hyundai,Diesel,Manuel,i30,275000,2012,110,5,6,27.0,11.5,185.0,1.41,2.18,249993.0,44900
8701,Citroën,Benzin,Manuel,C1,64000,2012,68,5,5,22.2,13.7,157.0,775.0,660.0,102184.0,38500
16698,Renault,Diesel,Manuel,Clio,155000,2012,90,5,5,27.8,11.7,178.0,1.046,2.18,201300.0,64800
14510,Mazda,Benzin,Manuel,3,117000,2013,105,5,5,15.6,12.2,184.0,1.293,2.52,245004.0,79900
1326,Mercedes,Diesel,Automatisk,C220,195000,2013,170,4,7,20.8,8.1,231.0,1.51,3.88,597109.0,139800
2772,Renault,Benzin,Manuel,Twingo,41000,2013,75,3,5,22.2,12.3,170.0,839.0,660.0,74901.0,47900
14326,Ford,Benzin,Manuel,C-MAX,112000,2013,150,5,6,16.1,9.4,204.0,1.285,2.52,295861.0,129900
7360,Ford,Diesel,Automatisk,Mondeo,323000,2013,163,5,6,17.9,9.8,210.0,1.492,5.54,508851.0,67500
9448,Mazda,Benzin,Manuel,3,132000,2013,120,4,6,19.6,8.8,198.0,1.275,1.28,243391.0,112900
13240,Ford,Benzin,Manuel,Ka,161000,2013,69,3,5,20.4,13.1,159.0,840.0,660.0,98940.0,34900
7093,Seat,Benzin,Manuel,Mii,186000,2013,60,3,5,24.4,14.4,161.0,940.0,660.0,80738.0,36900
9796,Skoda,Benzin,Manuel,Citigo,115000,2013,75,5,5,23.8,13.2,172.0,940.0,660.0,113000.0,56900
19541,VW,Diesel,Automatisk,Touareg,187000,2013,245,5,8,13.9,7.6,220.0,2.078,8.94,619679.0,269800
351,Hyundai,Benzin,Manuel,i20,71000,2013,82,5,5,20.4,12.7,168.0,1.11,660.0,134996.0,64900
8537,Opel,Diesel,Manuel,Insignia,176000,2013,163,5,6,22.2,9.9,212.0,1.788,3.88,459899.0,79900
7370,Audi,Benzin,Automatisk,A3,116000,2013,125,5,7,18.2,9.5,203.0,1.31,1.28,384686.0,149900
13426,Mini,Benzin,Manuel,Coupé,75000,2013,211,2,6,15.2,6.4,240.0,1.165,3.14,580299.0,229900
14338,Ford,Benzin,Manuel,Fiesta,165000,2013,100,3,5,23.3,12.2,180.0,941.0,660.0,158410.0,64900
13601,Mercedes,Diesel,Manuel,C220,171000,2013,170,5,6,21.3,8.5,219.0,1.555,3.88,576201.0,179900
18160,BMW,Diesel,Automatisk,320d,131000,2013,184,5,8,20.4,7.9,226.0,1.475,4.68,642316.0,219900
14333,Citroën,Benzin,Manuel,C3,72000,2013,68,5,5,23.3,14.2,163.0,1.12,660.0,129990.0,49900
18182,Renault,Benzin,Automatisk,Captur,122000,2013,120,5,6,18.5,10.9,192.0,1.155,1.28,264901.0,106990
13186,BMW,Diesel,Automatisk,320d,217000,2013,184,5,8,18.5,7.6,226.0,1.475,5.54,598417.0,180000
1814,Mazda,Diesel,Automatisk,6,108000,2013,150,4,6,20.8,9.8,204.0,1.395,3.88,424997.0,158900
6479,Peugeot,Benzin,Manuel,107,97000,2013,68,5,5,23.3,13.5,160.0,905.0,660.0,82069.0,38800
13381,VW,Diesel,Automatisk,Golf,221000,2013,105,5,7,25.6,10.7,192.0,1.313,2.18,322999.0,124800
6066,Nissan,Diesel,Manuel,Navara,122000,2013,190,2,6,11.9,10.8,180.0,1.895,10.64,293699.0,148000
3916,VW,Diesel,Automatisk,Passat,297000,2013,140,5,6,19.2,10.0,208.0,1.501,4.68,514297.0,74800
223,Toyota,Benzin,Manuel,Aygo,113000,2013,68,5,5,23.3,14.2,157.0,780.0,660.0,139997.0,36500
8924,Skoda,Diesel,Automatisk,Superb,281000,2013,170,5,6,16.4,8.9,218.0,1.519,6.38,491999.0,84900
6559,Peugeot,Benzin,Manuel,107,102000,2013,68,5,5,23.3,13.5,160.0,905.0,660.0,82069.0,34900
18204,Mazda,Benzin,Manuel,CX-5,131000,2013,165,5,6,16.7,9.2,200.0,1.438,1.88,374999.0,169800
6557,Fiat,Benzin,Manuel,500,100000,2013,69,3,5,21.3,12.9,160.0,840.0,660.0,133990.0,48900
873,Skoda,Diesel,Manuel,Octavia,170000,2013,105,5,5,22.2,11.9,189.0,1.43,3.88,290999.0,74600
6553,Opel,Benzin,Manuel,Corsa,110000,2013,100,5,5,18.9,11.9,180.0,1.063,1.28,170187.0,59800
9966,Skoda,Diesel,Manuel,Superb,159000,2013,140,5,6,18.2,10.8,201.0,1.469,5.54,417002.0,129900
9959,Renault,Diesel,Manuel,Scenic,126000,2013,110,5,6,24.4,12.5,180.0,1.36,3.02,301899.0,77900
3932,Nissan,Benzin,Manuel,Micra,80000,2013,80,5,5,20.0,13.7,170.0,885.0,660.0,114990.0,59000
12408,Mazda,Benzin,Manuel,3,169000,2013,165,5,6,17.2,8.2,210.0,1.295,1.88,293392.0,109900
14294,VW,Benzin,Manuel,UP!,129000,2013,60,5,5,24.4,14.4,161.0,840.0,660.0,109692.0,56900
7355,Toyota,Diesel,Manuel,Auris,201000,2013,124,5,6,22.7,10.0,200.0,1.295,3.02,303994.0,89900
3921,Skoda,Benzin,Manuel,Fabia,228000,2013,105,5,5,18.9,10.2,193.0,1.075,1.28,219000.0,58888
2831,Citroën,Diesel,Automatisk,C4,199000,2013,90,5,6,26.3,13.7,175.0,1.555,2.18,299993.0,79900
18190,Kia,Benzin,Manuel,Ceed,144000,2013,100,5,6,16.4,13.5,180.0,1.368,2.52,204998.0,84800
341,Peugeot,Benzin,Manuel,2008,111000,2013,82,5,5,20.4,13.5,169.0,1.21,660.0,189991.0,79900
5896,Toyota,Benzin,Manuel,Avensis,113000,2013,147,5,6,15.2,9.7,200.0,1.38,3.14,355104.0,149900
3491,Opel,Benzin,Manuel,Adam,90000,2013,100,3,5,19.6,11.5,185.0,1.02,1.28,179992.0,79900
3229,Kia,Benzin,Manuel,Ceed,164000,2013,135,5,6,16.7,10.2,192.0,1.381,1.88,274997.0,89900
1733,Renault,Benzin,Manuel,Clio,143000,2013,90,5,5,22.2,12.2,185.0,1.02,660.0,183399.0,74500
5902,Mercedes,Diesel,Automatisk,C350,349000,2013,265,5,7,16.7,6.3,250.0,1.66,6.38,835901.0,169700
3929,Renault,Benzin,Manuel,Clio,132000,2013,90,5,5,22.2,12.2,182.0,984.0,660.0,196402.0,61900
11924,Skoda,Benzin,Manuel,Citigo,188000,2013,60,5,5,24.4,14.4,161.0,940.0,660.0,120999.0,56900
7183,Peugeot,Benzin,Manuel,208,45000,2013,82,5,5,22.2,12.2,175.0,1.168,660.0,154992.0,69800
19169,Opel,Diesel,Manuel,Zafira,156000,2013,195,5,6,17.9,9.4,218.0,1.788,5.54,286311.0,69900
14347,BMW,Diesel,Manuel,116d,199000,2013,116,5,6,26.3,10.5,195.0,1.285,2.18,319552.0,94900
8802,Suzuki,Benzin,Manuel,Swift,77000,2013,94,5,5,20.0,12.3,165.0,935.0,660.0,146993.0,65000
6573,Nissan,Benzin,Manuel,Qashqai,183000,2013,117,5,5,16.9,11.9,181.0,1.21,1.88,219990.0,84900
7397,Mercedes,Benzin,Automatisk,S350,71000,2013,306,4,7,13.0,7.1,250.0,1.875,4.36,1831901.0,484900
13492,Mercedes,Diesel,Automatisk,A180,182000,2013,109,5,7,24.4,10.6,190.0,1.375,3.02,225021.0,119800
17971,Hyundai,Diesel,Manuel,i20,163000,2013,75,5,6,31.3,15.9,160.0,1.23,1.22,159996.0,44900
19229,Audi,Diesel,Automatisk,Q5,214000,2013,245,5,7,15.6,6.5,225.0,1.935,7.22,798489.0,218900
14395,Renault,Benzin,Manuel,Megane,97000,2013,110,5,6,14.5,10.5,190.0,1.29,3.14,242898.0,79900
2116,Renault,Diesel,Manuel,Captur,195000,2013,90,5,5,27.8,13.1,171.0,1.145,2.18,216900.0,69900
9043,Kia,Diesel,Automatisk,Sportage,158000,2013,136,5,6,14.5,12.1,181.0,1.732,8.1,459998.0,135000
13483,Audi,Benzin,Automatisk,A3,132000,2013,122,3,7,20.4,9.2,203.0,1.27,660.0,351191.0,174900
9922,Citroën,Diesel,Automatisk,C5,68000,2013,163,5,6,16.1,10.2,208.0,1.796,6.38,424989.0,116800
3397,Mazda,Diesel,Manuel,6,94000,2013,150,4,6,23.8,9.1,211.0,1.38,3.02,394995.0,139900
6527,Opel,Benzin,Manuel,Corsa,78000,2013,65,3,5,19.6,18.2,155.0,1.0,1.28,119993.0,44800
9411,Mercedes,Diesel,Automatisk,B200,189000,2013,136,5,7,22.7,9.3,210.0,1.405,3.02,284813.0,99800
7915,Opel,Benzin,Manuel,Astra,15000,2013,100,5,5,18.9,14.5,175.0,1.393,1.28,199989.0,99800
13203,Toyota,Benzin,Manuel,Aygo,42000,2013,68,5,5,23.3,14.2,157.0,780.0,660.0,109995.0,47900
4021,Porsche,Benzin,Automatisk,911,103000,2013,400,2,7,10.8,4.5,294.0,1.51,6.2,2754940.0,4495
1328,Subaru,Benzin,Automatisk,Forester,106000,2013,150,5,4,15.4,11.8,192.0,1.475,2.52,405900.0,189900
3237,Skoda,Benzin,Manuel,Octavia,134000,2013,105,5,6,20.4,10.3,196.0,1.23,660.0,228999.0,99543
8896,VW,Benzin,Manuel,Golf,144000,2013,122,5,6,18.9,9.3,203.0,1.225,1.28,284997.0,109800
11832,BMW,Benzin,Automatisk,116i,123000,2013,136,5,8,17.9,8.7,210.0,1.385,1.88,427944.0,169900
5949,Ford,Benzin,Manuel,Ka,111000,2013,69,3,5,20.4,13.1,159.0,840.0,660.0,98940.0,37900
9918,Mazda,Diesel,Manuel,6,231000,2013,150,4,6,23.8,9.1,211.0,1.38,3.02,394995.0,84800
7094,Hyundai,Diesel,Manuel,i30,107000,2013,110,5,6,27.0,11.5,185.0,1.41,2.18,224995.0,79900
5947,Ford,Benzin,Manuel,Fiesta,223000,2013,125,5,5,23.3,9.4,196.0,954.0,660.0,169666.0,49700
14415,Toyota,Benzin,Manuel,Aygo,128000,2013,68,5,5,23.3,14.2,157.0,780.0,660.0,109995.0,29900
9410,BMW,Diesel,Automatisk,330d,195000,2013,258,5,8,19.6,5.6,250.0,1.68,4.68,452754.0,175000
7404,Citroën,Diesel,Manuel,C5,123000,2013,163,5,6,19.6,9.3,210.0,1.767,4.68,399988.0,89900
9902,Audi,Diesel,Automatisk,A6,72000,2013,313,5,8,15.6,5.3,250.0,1.93,7.22,957423.0,1939
9901,Audi,Diesel,Automatisk,A6,72000,2013,313,5,8,15.6,5.3,250.0,1.93,7.22,957423.0,449900
11844,Porsche,Benzin,Automatisk,911,87000,2013,400,2,7,11.0,4.3,297.0,1.44,6.2,2473966.0,6995
13582,Nissan,Benzin,Manuel,Qashqai,154000,2013,117,5,5,16.9,11.9,181.0,1.21,1.88,219990.0,88000
11850,Citroën,Benzin,Manuel,C1,184000,2013,68,5,5,23.3,13.7,157.0,805.0,660.0,101414.0,36900
18220,Porsche,Diesel,Automatisk,Panamera,141000,2013,250,5,7,15.4,6.8,242.0,1.88,7.22,1684884.0,599800
3466,Skoda,Diesel,Manuel,Superb,161000,2013,105,5,5,22.7,12.5,192.0,1.424,3.02,381001.0,109900
17954,VW,Diesel,Manuel,Passat,200000,2013,140,5,6,21.7,10.0,210.0,1.471,3.88,426897.0,139900
999,Peugeot,Benzin,Manuel,208,107000,2013,82,5,5,22.2,12.2,175.0,1.168,660.0,154992.0,59800
19163,Hyundai,Diesel,Manuel,i30,133000,2013,90,5,6,25.0,13.5,170.0,1.4,2.18,199994.0,74990
9330,VW,Diesel,Manuel,Golf,162000,2013,105,5,5,23.3,12.1,186.0,1.35,3.02,307998.0,77800
14348,Volvo,Benzin,Manuel,V40,91000,2013,150,5,6,18.5,8.8,210.0,1.268,1.28,319330.0,129900
13190,Volvo,Benzin,Automatisk,V60,131000,2013,180,5,6,13.8,9.2,220.0,1.454,3.74,543004.0,220000
13232,Peugeot,Diesel,Manuel,508,119000,2013,114,5,5,22.7,11.3,188.0,1.4,3.02,378992.0,109900
6678,Peugeot,Diesel,Manuel,508,207000,2013,114,5,5,21.7,11.3,188.0,1.4,3.88,378992.0,67900
12389,Hyundai,Benzin,Manuel,i20,47000,2013,82,5,5,20.4,12.7,168.0,1.11,660.0,142997.0,66900
1720,Audi,Diesel,Automatisk,A4,242000,2013,204,4,8,20.4,7.1,235.0,1.665,4.68,629861.0,149000
6001,Skoda,Benzin,Automatisk,Octavia,151000,2013,180,5,7,17.5,7.4,232.0,1.335,1.88,324000.0,129900
2479,Kia,Benzin,Manuel,Rio,84000,2013,86,5,5,21.3,13.1,168.0,1.158,660.0,119998.0,54800
1002,Peugeot,Benzin,Manuel,208,140000,2013,68,5,5,23.3,14.0,163.0,950.0,660.0,136991.0,48880
6689,Seat,Diesel,Manuel,Toledo,125000,2013,105,5,5,25.6,10.4,190.0,1.165,2.18,209904.0,79800
9927,Ford,Benzin,Manuel,Fiesta,119000,2013,100,5,5,23.3,12.2,180.0,954.0,660.0,163405.0,69800
2478,Dacia,Benzin,Manuel,Sandero,74000,2013,75,5,5,17.2,14.5,162.0,1.016,1.88,104990.0,54500
12276,Mercedes,Diesel,Automatisk,CLS350,122000,2013,265,5,7,16.4,6.6,250.0,1.91,6.38,1244203.0,429900
5922,Renault,Diesel,Manuel,Clio,173000,2013,90,5,5,29.4,12.1,180.0,1.096,1.22,138984.0,39900
14466,Skoda,Benzin,Manuel,Octavia,105000,2013,180,5,6,16.4,7.3,233.0,1.313,2.52,304001.0,119900
14357,Chevrolet,Diesel,Manuel,Cruze,197000,2013,163,5,6,20.8,8.8,210.0,1.52,3.88,261996.0,62900
12304,Opel,Diesel,Manuel,Mokka,130000,2013,130,5,6,22.2,10.0,193.0,1.429,3.88,336903.0,109321
18136,Citroën,Benzin,Manuel,DS3,75000,2013,82,2,5,20.4,12.5,172.0,1.165,660.0,239990.0,88000
17970,VW,Benzin,Manuel,Polo,91000,2013,90,5,5,19.6,10.9,182.0,1.002,1.28,190696.0,88900
3360,Hyundai,Diesel,Manuel,i40,137000,2013,115,5,6,23.3,12.9,190.0,1.635,3.02,329998.0,94800
13221,BMW,Diesel,Manuel,520d,99000,2013,184,5,6,20.4,8.3,227.0,1.7,4.68,664000.0,199800
19207,Peugeot,Diesel,Manuel,2008,172000,2013,68,5,5,25.0,14.9,159.0,1.25,2.18,204991.0,74900
18115,Audi,Diesel,Manuel,A3,131000,2013,105,5,5,23.8,11.7,194.0,1.32,3.02,318168.0,109900
13444,Seat,Benzin,Manuel,Ibiza,42000,2013,70,5,5,18.5,13.9,163.0,949.0,1.28,132400.0,69900
240,Ford,Benzin,Manuel,Focus,106000,2013,250,5,6,13.9,6.5,248.0,1.285,3.74,287925.0,129900
4040,Citroën,Diesel,Manuel,C4,181000,2013,115,5,6,25.0,11.8,189.0,1.555,2.18,304989.0,84600
13495,VW,Diesel,Manuel,Golf,223000,2013,105,5,5,26.3,10.7,192.0,1.295,2.18,297995.0,89900
961,Audi,Diesel,Automatisk,A4,219000,2013,143,4,2,20.8,9.1,210.0,1.59,3.88,530569.0,129500
19030,Seat,Benzin,Manuel,Leon,130000,2013,122,5,6,19.2,9.3,202.0,1.124,1.28,259902.0,124900
19442,Mazda,Diesel,Manuel,6,79000,2013,150,4,6,23.8,9.1,211.0,1.38,3.02,394995.0,119700
6221,VW,Benzin,Automatisk,Tiguan,143000,2013,210,5,7,11.6,7.3,213.0,1.589,5.58,527996.0,209900
6222,BMW,Diesel,Automatisk,X1,144000,2013,218,5,8,18.2,6.8,228.0,1.57,5.54,440759.0,149900
6394,Citroën,Benzin,Manuel,C3,170000,2013,68,5,5,23.3,14.2,163.0,1.12,660.0,129990.0,46990
18611,Ford,Diesel,Manuel,Focus,225000,2013,95,5,6,23.8,12.5,180.0,1.245,3.02,245687.0,69999
3321,Nissan,Diesel,Manuel,Qashqai,174000,2013,130,5,6,22.2,10.3,190.0,1.42,3.88,329991.0,89900
6230,Peugeot,Benzin,Manuel,208,75000,2013,82,5,5,22.2,12.2,175.0,1.168,660.0,154992.0,62800
18886,Citroën,Benzin,Manuel,C3,106000,2013,82,5,5,22.2,12.3,174.0,1.14,660.0,139989.0,59900
12098,Skoda,Diesel,Automatisk,Octavia,262000,2013,150,5,6,22.2,8.7,213.0,1.267,3.88,338995.0,99900
930,Hyundai,Diesel,Manuel,i20,112000,2013,75,5,6,27.8,15.9,160.0,1.23,2.18,159996.0,56900
13314,Hyundai,Diesel,Manuel,i40,149000,2013,136,4,6,22.2,10.6,201.0,1.457,3.88,354998.0,98900
12099,Citroën,Benzin,Manuel,C1,123000,2013,68,5,5,23.3,13.7,157.0,805.0,660.0,99989.0,34900
7270,Renault,Diesel,Manuel,Megane,119000,2013,130,5,6,25.0,12.6,190.0,1.295,2.18,318900.0,84900
6385,Mercedes,Diesel,Manuel,B180,104000,2013,109,5,6,22.2,10.9,190.0,1.375,3.88,222567.0,119900
8837,Citroën,Diesel,Manuel,C4,191000,2013,90,5,5,23.8,12.9,180.0,1.388,3.02,240990.0,49900
13941,Mazda,Benzin,Manuel,CX-5,114000,2013,165,5,6,16.7,9.2,200.0,1.438,1.88,374999.0,174900
